channel,airtime,title,episode,genre,subgenre,runtime,description,thumbnail,age_rating,cast
MBC[11],11:15:00,찾아가는 꾸러기교실,,예능,,30,"아이들을 위한 교육 프로그램으로, 다양한 주제를 가지고 꾸러기들이 함께 배우고 성장하는 과정을 담았습니다.",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240508_160%2F1715151438514SJyDM_JPEG%2F57_poster_image_1715151438485.jpg,전체 이용가,정보 없음
MBC[11],11:45:00,주니토니 이야기,,애니,키즈,15,"쌍둥이 꼬마 마법사 주니, 토니와 함께 동물과 곤충, 직업, 몸 등에 관한 다양한 지식을 배워보는 시간. 공부가 신나는 음악 모험으로 바뀐답니다!",https://image.tmdb.org/t/p/w500/s97LxQaGCfpSrxyf0FOKWYgoln9.jpg,전체 이용가,"주니, 토니"
MBC[11],12:00:00,12 MBC뉴스,,보도,보도,25,12 MBC뉴스,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=http%3A%2F%2Fsstatic.naver.net%2Fkeypage%2Fimage%2Fdss%2F57%2F65%2F97%2F79%2F57_659779_poster_image_1560500788377.jpg,전체 이용가,전종환
MBC[11],12:25:00,전주대사습놀이 전국대회,51회,예능,음악예능,110,전주대사습놀이 전국대회는 대한민국 전통 음악의 진수를 선보이는 권위 있는 대회입니다. 각 부문별 예선과 본선을 거쳐 최고의 명인들이 경연을 펼치는 모습을 생생하게 담아냅니다.,정보 없음,전체 이용가,정보 없음
MBC[11],14:15:00,전주대사습놀이 전국대회,51회,예능,음악예능,130,"전주대사습놀이 전국대회의 생생한 현장을 담아낸 프로그램으로, 전통 음악의 아름다움을 널리 알리고, 국악의 대중화를 위한 노력과 열정을 보여주는 프로그램입니다.",정보 없음,전체 이용가,정보 없음
MBC[11],16:25:00,기분 좋은 날,,예능,교양,30,"화려함 뒤에 숨겨진 스타들의 진솔한 이야기와 이색 명소에서 펼쳐지는 스타들의 특별한 체험. 그리고 유쾌한 강의, 기분 좋은 정보! 웃음과 눈물이 함께하는 명강의와 생활에 유익한 다양한 정보가 함께 하는 프로그램",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250623_8%2F1750639190639pQxHP_JPEG%2F57_659900_poster_image_1750639190632.jpg,12세 이상,"서인, 이진, 김한석"
MBC[11],16:55:00,5시 뉴스와 경제,,보도,보도,15,5시 뉴스와 경제,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240625_57%2F1719275236150LIQEr_JPEG%2F57_34330733_poster_image_1719275236142.jpg,전체 이용가,이성일
MBC[11],17:10:00,푹 쉬면 다행이야,,예능,힐링예능,55,"‘푹다행’은 ‘안싸우면 다행이야’(안다행)를 이끌었던 ‘안촌장’ 안정환이 무인도 폐가를 고쳐 시청자를 초대하는 ‘0.5성급 무인도 체크인 리얼리티’다. 복잡한 도시를 벗어나 자연에서의 삶을 꿈꾸는 시청자라면 누구나 0.5성급 무인도에 체크인을 할 수 있다. 물도, 전기도 없는 무인도 폐가에 시청자를 초대한 ‘안CEO’ 안정환이 0.5성급 환경에서 5성급의 서비스를 제공하는 걸 목표로 고군분투를 펼친다.",https://image.tmdb.org/t/p/w500/tfnL8GQbHzt3ui9Kv1HBhoOyEtX.jpg,12세 이상,"안정환, 이민호, 김대호"
MBC[11],18:05:00,오늘N,,예능,교양,60,"""생방송 오늘 아침""과 자매 프로그램으로서 다양한 정보, 생활의 지혜, 의식주, 대중문화, 사회 이슈의 현장을 생동감 있게 구성한 프로그램",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240710_51%2F1720592842320m2ohQ_JPEG%2F154973f67e8fe5a8fb77288b3e36b98d.jpg,12세 이상,"이휘준, 박소영"
MBC[11],19:05:00,태양을 삼킨 여자,16회,드라마,복수,35,"피해자가 가해자로 둔갑한 세상, 하나뿐인 딸의 이름으로 재벌가에 맞선 한 여자의 처절한 복수극",https://image.tmdb.org/t/p/w500/clYtDErvK8UIeLP2vXxok3TVJKd.jpg,15세 이상,"장 신영, 서 하준, 윤 아정, 오 창석, 전 노민"
MBC[11],19:40:00,MBC뉴스데스크,,보도,보도,80,보다 깊이 있는 분석이 가미된 MBC 메인 뉴스 프로그램,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=http%3A%2F%2Fsstatic.naver.net%2Fkeypage%2Fimage%2Fdss%2F57%2F65%2F96%2F69%2F57_659669_poster_image_1531796181679.jpg,전체 이용가,"조현용, 김수지, 김경호, 김초롱"
MBC[11],21:00:00,푹 쉬면 다행이야,,예능,관찰리얼리티,105,‘푹다행’은 ‘안싸우면 다행이야’(안다행)를 이끌었던 ‘안촌장’ 안정환이 무인도 폐가를 고쳐 시청자를 초대하는 ‘0.5성급 무인도 체크인 리얼리티’다.,https://image.tmdb.org/t/p/w500/tfnL8GQbHzt3ui9Kv1HBhoOyEtX.jpg,12세 이상,"안정환, 이민호, 김대호"
MBC[11],22:45:00,오은영 리포트 결혼지옥,,예능,"교양, 관찰리얼리티",60,"'국민 멘토' 오은영 박사, 이번엔 부부 솔루션이다! 어느새 남보다 못한 사이가 된 부부들의 일상을 관찰하고 그들이 스튜디오에 직접 출연하여 부부 갈등의 고민을 나누는 리얼 토크멘터리",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20230823_41%2F1692754168750KPNKO_JPEG%2Fbf9c7d216f9a8a712ed06b3ed39dbf10.jpg,15세 이상,"오은영, 소유진, 김응수, 문세윤, 박지민"
