channel,airtime,title,genre,subgenre,runtime,description,thumbnail,age_rating,cast
애니맥스[326],16:38:00,듀얼 몬스터카,애니,키즈,22,듀얼 몬스터카,,전체 이용가,정보 없음
애니맥스[326],17:00:00,뚜식이 특별편 비둘기라서 다행이야,애니,키즈,27,뚜식이 특별편 비둘기라서 다행이야,,전체 이용가,정보 없음
애니맥스[326],17:27:00,뚜식이 특별편 비둘기라서 다행이야,애니,키즈,27,뚜식이 특별편 비둘기라서 다행이야,,전체 이용가,정보 없음
애니맥스[326],17:54:00,뚜식이 특별편 비둘기라서 다행이야,애니,키즈,35,뚜식이 특별편 비둘기라서 다행이야,,전체 이용가,정보 없음
애니맥스[326],18:29:00,안녕 자두야 언더 더 씨,영화,애니메이션,90,"안녕 자두야 스페셜 언더 더 씨! 바다에서 펼쳐지는 자두의 세가지 이야기. 하나, 별주부가 된 자두. 토끼잡으러 왔는데 토끼가 너무 착하다. 둘, 바다마녀의 마법실패! 그렇다면 인어자두의 선택은? 셋. 가족들과 휴양지로 떠났다가 무인도에 표류한다. 과연 무사히 탈출할 수 있을까?",https://image.tmdb.org/t/p/w500/FreVmtF5bm02pTAyJN2EJiM4yb.jpg,전체관람가,"여민정, 양정화, 정유미"
애니맥스[326],19:59:00,웃소 환생학교 요괴반,예능,코미디,22,웃소 크루들이 환생학교 요괴반에 입학하여 다양한 미션을 수행하며 웃음을 선사하는 프로그램입니다.,정보 없음,전체 이용가,정보 없음
애니맥스[326],20:21:00,웃소 환생학교 요괴반,예능,코미디,39,웃소 크루들이 환생 학교에 입학하여 요괴반 학생들과 좌충우돌 학교 생활을 펼치는 코미디 예능 프로그램입니다.,정보 없음,전체 이용가,웃소 크루
애니맥스[326],21:00:00,명탐정 코난 열혈 탐정 하인성,애니,키즈,21,명탐정 코난 열혈 탐정 하인성,,전체 이용가,정보 없음
애니맥스[326],21:21:00,명탐정 코난 열혈 탐정 하인성,애니,키즈,22,명탐정 코난 열혈 탐정 하인성,,전체 이용가,정보 없음
애니맥스[326],21:43:00,명탐정 코난 열혈 탐정 하인성,애니,키즈,47,명탐정 코난 열혈 탐정 하인성,,전체 이용가,정보 없음
애니맥스[326],22:30:00,명탐정 코난 열혈 탐정 하인성,애니,키즈,21,명탐정 코난 열혈 탐정 하인성,,전체 이용가,정보 없음
애니맥스[326],22:51:00,명탐정 코난 열혈 탐정 하인성,애니,키즈,22,명탐정 코난 열혈 탐정 하인성,,전체 이용가,정보 없음
애니맥스[326],23:13:00,명탐정 코난 열혈 탐정 하인성,애니,키즈,60,명탐정 코난 열혈 탐정 하인성,,전체 이용가,정보 없음
