channel,airtime,title,genre,subgenre,runtime,description,thumbnail,age_rating,cast
카툰네트워크[316],08:58:00,레인보우 버블젬 시즌2,애니,키즈,55,레인보우 버블젬 친구들의 신나는 모험을 담은 시즌2!,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250404_178%2F1743753042843DnHi9_JPEG%2F57_36616865_poster_image_1743753042827.jpg,전체 이용가,"퍼플, 레드, 오렌지, 옐로우, 그린"
카툰네트워크[316],09:53:00,브레드 이발소 시즌2,애니,키즈,59,빵집의 이발사 브레드와 그의 친구들이 펼치는 유쾌한 이야기.,정보 없음,전체 이용가,"브레드, 윌크, 초코, 소시지, 감자칩"
카툰네트워크[316],10:52:00,마음의 소리 시즌2,애니,키즈,65,마음의 소리 시즌2의 애니메이션 버전입니다. 좌충우돌 조석과 그의 가족들의 일상을 코믹하게 그린 작품입니다.,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjJfMjEw%2FMDAxNTk1NDM0MzQxOTc3.p8S_yvR_4l8N2Q-mYw-gL4dK8mB8tYlP40Xg1v4agMg.0t-vUq4j-G39195cK5kS62Qv8F-N6_d4t7yT8V35t0g.JPEG.sogoodlife%2F1595434340800.jpg&type=a340,전체 이용가,정보 없음
카툰네트워크[316],11:57:00,I LOVE검볼 검볼,애니,키즈,90,검볼과 친구들의 좌충우돌 학교생활과 일상을 그린 코믹 애니메이션.,https://search.pstatic.net/common/?src=http%3A%2F%2Fimgnews.naver.net%2Fimage%2F076%2F2014%2F01%2F31%2F20140131000084_0_20140131160703.jpg&type=sc960_832,전체 이용가,정보 없음
카툰네트워크[316],13:27:00,레인보우 버블젬 시즌2,애니,키즈,62,레인보우 버블젬 친구들의 신나는 모험을 담은 시즌2!,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250404_178%2F1743753042843DnHi9_JPEG%2F57_36616865_poster_image_1743753042827.jpg,전체 이용가,"퍼플, 레드, 오렌지, 옐로우, 그린"
카툰네트워크[316],14:29:00,라바 아일랜드,애니,키즈,90,"라바 친구들의 무인도 이야기가 영화로 나온다고? 5년 반 만에 살아 돌아온 척이 기자를 만난다. 믿을 수 없겠지만, 레드와 옐로우란 벌레들과 특별한 모험을 했답니다. 무인도에 고립됐다 돌아온 주인공 척이 뭍으로 돌아오기까지 섬에서 만난 라바와 물개 클라라, 외계에서 온 로봇 크랩스포머와의 모험과 여정을 회상하며 기자에게 인터뷰를 하는 스토리의 장편 애니메이션.",https://image.tmdb.org/t/p/w500/xsRnDYcb3lPsRnrjYUvjnnM9R36.jpg,전체 이용가,"홍범기, 강신형, 에디 리, 안효민, 김연우"
카툰네트워크[316],15:59:00,체리툰 시즌2,애니,키즈,55,체리툰 친구들의 흥미진진한 모험을 담은 시즌2!,정보 없음,전체 이용가,정보 없음
카툰네트워크[316],16:54:00,헬로카봇 스타가디언Part2,애니,키즈,34,헬로카봇 스타가디언의 새로운 에피소드와 함께 카봇들의 활약을 만나보세요!,https://example.com/hellocarbot_starguardian_part2_thumbnail.jpg,전체 이용가,정보 없음
카툰네트워크[316],17:28:00,배트맨은 나야 틴 타이탄GO,애니,키즈,90,배트맨과 틴 타이탄 친구들의 코믹한 만남을 그린 애니메이션. 배트맨은 틴 타이탄 친구들과 함께 다양한 사건들을 해결하며 웃음을 선사한다.,정보 없음,전체 이용가,정보 없음
카툰네트워크[316],18:58:00,뚜식이 6,애니,키즈,60,뚜식이의 새로운 모험이 시작됩니다!,정보 없음,전체 이용가,정보 없음
카툰네트워크[316],19:58:00,위 베어 베어스 곰 브라더스,애니,키즈,56,"우주 최강 매덩 곰 브라더스의 좌충우돌 도시 적응 대작전! 털털하고 푸근한 넉살꾼 맏형 ‘그리즐리’, 소심하고 예민하지만 사랑꾼 둘째 ‘판다’, 묘한 매력의 만능재주꾼 막내 ‘아이스베어’. 형제애로 똘똘 뭉친 곰 브라더스에게 두려울 것은 없다! 친구를 사귈 수만 있다면 언제 어디서든 새로운 모험 속으로 뛰어들 준비가 되어 있으니까!",https://image.tmdb.org/t/p/w500/k7XPVrn4soqnEdyFLH9SNypuLr7.jpg,전체 이용가,"김명준, 송준석, 이주창"
카툰네트워크[316],20:54:00,검볼S3,애니,키즈,62,"검볼, 다윈, 아나이스, 리차드, 니콜, 그리고 와터슨 가족의 좌충우돌 코미디 이야기를 담고 있습니다.",정보 없음,전체 이용가,정보 없음
카툰네트워크[316],21:56:00,스쿠비 두 게스 후?,애니,키즈,58,"스쿠비 두와 섀기, 그리고 친구들이 다양한 게스트들과 함께 초자연적인 미스터리를 풀어나가는 이야기.",https://image.tmdb.org/t/p/w500/g7vQXsELihik4oHJwqhL6WuTJ3j.jpg,전체 이용가,"프랭크 웰커, 매튜 릴라드, 그레이 델릴, 케이트 미쿠치"
카툰네트워크[316],22:54:00,톰과 제리 쇼S2 S4,애니,키즈,63,톰과 제리의 유쾌한 추격전을 그린 쇼 시리즈의 두 번째 시즌 네 번째 에피소드.,정보 없음,전체 이용가,정보 없음
카툰네트워크[316],23:57:00,핀과 제이크의 어드벤처 타임,애니,키즈,60,"이 작품은 종말 이후의 세상인 우 랜드에서 살고 있는 인간 소년 핀과, 마법의 힘으로 몸의 크기와 모양을 자유자재로 변화할 수 있는 강아지 제이크의 모험을 다루고 있다. 워드는 핀을 ‘높은 도덕성을 가진 용맹한 어린 아이’라고 표현했고, 제이크는 영화 《미트볼》에서 빌 머리가 맡은 역할인 트리퍼 해리슨(Tripper Harrison)에서 영감을 받았다고 했다. 그 외 등장인물로는 캔디 왕국의 통치자인 버블검 공주, 악당이자 어딘가 이상한 얼음대왕, 록 음악을 좋아하는 뱀파이어 여왕 마르셀린 등이 있다.",https://image.tmdb.org/t/p/w500/11m6y2KdpnTJux0pStJ94GU1zQ7.jpg,7,"제레미 샤다, 존 디마지오, 톰 케니, 하이든 왈치, 올리비아 올슨"
