channel,airtime,title,genre,subgenre,runtime,description,thumbnail,age_rating,cast
채널A[18],10:30:00,남의 나라 살아요 선 넘은 패밀리,예능,가족예능,90,국경을 넘어 사랑의 결실을 맺은 국제 가족들의 일상을 전하는 예능 프로그램,https://image.tmdb.org/t/p/w500/3lo6UbRSMceTM5P9rF1Ql9woLfx.jpg,전체 이용가,"양희은, 손헌수, 류지광"
채널A[18],12:00:00,뉴스A LIVE,보도,보도,80,뉴스A LIVE,https://image.tmdb.org/t/p/w500/3P0UQCteJBb1vNWMBBq1uaJQr2b.jpg,전체 이용가,"양희은, 손헌수, 류지광"
채널A[18],13:20:00,28청춘,보도,보도,60,28청춘,https://image.tmdb.org/t/p/w500/wWhY0It0tCtpqsaSiNHR4So2iZM.jpg,전체 이용가,"양희은, 손헌수, 류지광"
채널A[18],14:20:00,하트페어링,예능,연애리얼리티,90,연애는 설렘에서 시작된다. 그렇다면 연애가 결혼이 되려면?!,https://image.tmdb.org/t/p/w500/rmI7a10CC4NEaq4qtS3kXg2WthJ.jpg,15세 이상,"윤종신, 이청아, 최시원, 김미현"
채널A[18],15:50:00,하트페어링,예능,연애리얼리티,80,연애는 설렘에서 시작된다. 그렇다면 연애가 결혼이 되려면?!,https://image.tmdb.org/t/p/w500/rmI7a10CC4NEaq4qtS3kXg2WthJ.jpg,15세 이상,"윤종신, 이청아, 최시원, 김미현"
채널A[18],17:10:00,뉴스TOP10,보도,보도,110,뉴스TOP10,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240125_84%2F1706142685718iKAV5_JPEG%2Faf795d6e9809cfd81f1cf502c0cd2b1c.jpg,전체 이용가,"동정민, 정하니, 김윤수"
채널A[18],19:00:00,뉴스A,보도,보도,70,뉴스A,https://image.tmdb.org/t/p/w500/3P0UQCteJBb1vNWMBBq1uaJQr2b.jpg,전체 이용가,"동정민, 정하니, 김윤수"
채널A[18],20:10:00,몸신의 탄생,예능,뷰티,70,"건강과 아름다움을 잃어버린 몸신 도전자들의 일상을 관찰하고, 전문가들의 도움으로 건강부터 뷰티까지 솔루션 정보를 제공하는 메이크오버 프로그램",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240715_260%2F1721012116809C1All_JPEG%2F57_8575262_poster_image_1721012116793.jpg,전체 이용가,김진
채널A[18],21:20:00,성적을 부탁해 티처스2,예능,교육예능,90,학생들의 성적 향상을 위한 교육 과정을 담은 프로그램입니다.,정보 없음,12세 이상,"동정민, 정하니, 김윤수"
채널A[18],22:50:00,탐정들의 영업비밀,예능,"다큐멘터리, 스릴러",60,"실제 사건 사고의 재연 영상부터 시청자들에게 도움이 될 만한 팁까지. 유인나, 데프콘, 그리고 다양한 분야의 전문가들이 직업 탐정의 세계를 파헤친다.",https://image.tmdb.org/t/p/w500/uKWu8vhUNsuhsaM6UKjLmgiHcyr.jpg,15세 이상,"유인나, 김풍, 데프콘"
