channel,airtime,title,episode,genre,subgenre,runtime,description,thumbnail,age_rating,cast
TV조선[19],08:40:00,네트워크 매거진,,보도,보도,20,네트워크 매거진,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=http%3A%2F%2Fsstatic.naver.net%2Fkeypage%2Fimage%2Fdss%2F57%2F73%2F64%2F46%2F57_9736446_poster_image_1557794752821.jpg,전체 이용가,곽승한
TV조선[19],09:00:00,신통방통,,예능,교양,90,TV로 보는 조간신문 신통방통. 신문의 아날로그와 TV의 디지털이 만났다! 사회·경제·정치·문화·건강. 매일 아침 모든 신문의 정보를 모아 찾아가는 시사 프로그램,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250421_57%2F1745193171694amOxa_JPEG%2F57_3590443_poster_image_1745193171688.jpg,전체 이용가,윤태윤
TV조선[19],10:30:00,식객 허영만의 백반기행,,예능,교양,60,식객 허영만이 소박한 동네밥상에서 진정한 맛의 의미와 가치를 찾는 프로그램,https://image.tmdb.org/t/p/w500/ysPjn9WA5DFrDNceKr9KStd6j75.jpg,15세 이상,허영만
TV조선[19],11:30:00,제철남자,,예능,쿡방_먹방,90,"제철 식재료를 활용한 요리, 여행, 그리고 출연진 간의 케미를 보여주는 프로그램으로 예상됩니다.",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250617_137%2F17501251788867uiJy_JPEG%2F57_36984183_poster_image_1750125178878.jpg,전체 이용가,"김상호, 차우민"
TV조선[19],13:00:00,보도본부 핫라인,,예능,교양,90,TV조선 보도본부 정예 기자들이 한자리에 모여 치열한 취재 현장과 중량감 있는 취재원들의 입을 통해 우리 사회의 오늘을 날 것 그대로 전하는 프로그램,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250320_236%2F1742434781281UzDxU_JPEG%2F57_5663622_poster_image_1742434781265.jpg,전체 이용가,"신효섭, 이도운, 최승현, 소종섭, 이승훈"
TV조선[19],14:30:00,사건파일 24,,예능,교양,90,"기존 TV조선 프로그램들이 정치, 사회, 연예 등 모든 이슈를 한 프로그램에서 다뤄 각 프로그램별로 대동소이한 느낌을 줬던 것과 차별화하여 명확하게 '사회뉴스'에 포커스를 맞춘 프로그램",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20240311_44%2F1710121200824HHU7W_JPEG%2F57_6063103_poster_image_1710121200810.jpg,전체 이용가,"정찬배, 오윤성, 양은경, 양지열, 손정혜"
TV조선[19],16:00:00,강적들,,예능,토크쇼,80,대한민국 최강! 센 캐릭터들이 한자리에 모였다. 진보한 시사는 박수받지만 진부한 시사는 외면받는다. 서로 코드가 맞지 않는 강적들이 뭉쳤다. 고품격과 저품격 사이의 아슬아슬한 시사 쇼 프로그램,https://image.tmdb.org/t/p/w500/2rBvKXR9xZ7gSXto7gaQejUh5MC.jpg,15세 이상,"김갑수, 김성경"
TV조선[19],17:20:00,시사쇼 정치다,,예능,교양,100,정치 토크 맛집! 시원하게 속을 풀어드립니다.,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20241121_243%2F17321570456514RRkD_JPEG%2F57_33538543_poster_image_1732157045644.jpg,전체 이용가,"김보건, 이상목"
TV조선[19],19:00:00,인생의 연장전,,예능,교양,50,"우리 모두가 마주하게 될 100세의 삶, 그때의 당신은 어떤 모습일까요? 국내는 물론, 해외에서 전하는 특별한 건강 비결을 알아보는 프로그램",https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220705_139%2F1656984621712iEE3u_JPEG%2F57_poster_image_1656984621696.jpg,12세 이상,정보 없음
TV조선[19],19:50:00,2025 동아시안컵E 1 챔피언십,,스포츠,스포츠,130,2025 동아시안컵E 1 챔피언십,https://search.pstatic.net/common?type=o&size=152x114&quality=75&direct=true&src=http%3A%2F%2Fsstatic.naver.net%2Fkeypage%2Fimage%2Fdss%2F162%2F36%2F60%2F21%2F162_9366021_main_image_1550033812940.jpg,전체 이용가,정보 없음
TV조선[19],22:00:00,TV CHOSUN뉴스9,,보도,보도,60,TV CHOSUN뉴스9,https://search.pstatic.net/common?type=f&size=176x244&quality=100&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20250409_196%2F1744163737191jjtWW_JPEG%2F57_6063615_poster_image_1744163737182.jpg,전체 이용가,"윤정호, 최원희"
TV조선[19],23:00:00,조선의 사랑꾼,,예능,버라이어티,60,"인생의 중대사 '결혼'을 눈앞에 둔 스타들, 그들의 달콤살벌한 결혼 준비 과정을 담은 리얼 다큐 예능",https://image.tmdb.org/t/p/w500/epv03tdGCxBubyrxkAqwHa2ta9w.jpg,15세 이상,"최성국, 오나미"
